醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
593620B316,0,14,2020/02/10 18:00:38
593620B325,44,52,2020/02/10 18:00:38
593620B334,12,18,2020/02/10 18:00:38
5936211054,258,110,2020/02/10 18:00:38
5936211063,0,44,2020/02/10 18:00:38
5937010140,44,84,2020/02/10 18:00:38
5937010159,2,74,2020/02/10 18:00:38
5937010202,10,19,2020/02/10 18:00:38
5937010220,0,20,2020/02/10 18:00:38
5937010293,0,94,2020/02/10 18:00:38
5937010426,118,98,2020/02/10 18:00:38
5937010462,0,22,2020/02/10 18:00:38
5937010480,54,128,2020/02/10 18:00:38
5937010533,0,54,2020/02/10 18:00:38
5937010551,10,124,2020/02/10 18:00:38
5937010613,0,10,2020/02/10 18:00:38
5937010668,0,98,2020/02/10 18:00:38
5937010775,0,74,2020/02/10 18:00:38
5937010819,14,24,2020/02/10 18:00:38
5937010882,0,2,2020/02/10 18:00:38
5937010908,1,72,2020/02/10 18:00:38
5937010999,12,56,2020/02/10 18:00:38
5937011021,0,22,2020/02/10 18:00:38
5937012117,0,56,2020/02/10 18:00:38
5937012126,0,110,2020/02/10 18:00:38
5937012180,2,40,2020/02/10 18:00:38
5937012242,0,80,2020/02/10 18:00:38
5937012251,0,10,2020/02/10 18:00:38
5937012411,0,10,2020/02/10 18:00:38
5937012448,0,38,2020/02/10 18:00:38
5937012546,16,4,2020/02/10 18:00:38
5937012555,0,86,2020/02/10 18:00:38
5937012582,0,16,2020/02/10 18:00:38
5937012635,0,26,2020/02/10 18:00:38
5937012671,0,82,2020/02/10 18:00:38
5937012715,0,82,2020/02/10 18:00:38
5937012733,2,46,2020/02/10 18:00:38
5937012751,2,58,2020/02/10 18:00:38
5937012831,0,58,2020/02/10 18:00:38
5937012850,56,110,2020/02/10 18:00:38
5937012877,0,8,2020/02/10 18:00:38
5937012957,0,22,2020/02/10 18:00:38
5937012975,10,90,2020/02/10 18:00:38
5937013052,0,14,2020/02/10 18:00:38
5937013105,18,16,2020/02/10 18:00:38
5937013114,2,22,2020/02/10 18:00:38
5937013132,0,16,2020/02/10 18:00:38
5937013150,0,70,2020/02/10 18:00:38
5937013169,0,8,2020/02/10 18:00:38
5937013221,0,46,2020/02/10 18:00:38
5937013230,0,32,2020/02/10 18:00:38
5937013267,0,6,2020/02/10 18:00:38
5937013285,5,54,2020/02/10 18:00:38
5937013301,24,72,2020/02/10 18:00:38
5937013310,0,38,2020/02/10 18:00:38
5937013338,0,8,2020/02/10 18:00:38
5937013347,0,42,2020/02/10 18:00:38
5937013365,0,16,2020/02/10 18:00:38
5937013383,0,56,2020/02/10 18:00:38
5937013392,56,40,2020/02/10 18:00:38
5937013418,0,34,2020/02/10 18:00:38
5937013436,0,24,2020/02/10 18:00:38
5937013445,17,14,2020/02/10 18:00:38
5937013454,12,24,2020/02/10 18:00:38
5937013472,0,26,2020/02/10 18:00:38
5937013481,0,52,2020/02/10 18:00:38
5937013507,0,42,2020/02/10 18:00:38
5937013516,0,6,2020/02/10 18:00:38
5937013543,0,46,2020/02/10 18:00:38
5937013552,32,70,2020/02/10 18:00:38
5937013561,0,44,2020/02/10 18:00:38
5937013570,0,102,2020/02/10 18:00:38
5937013589,0,54,2020/02/10 18:00:38
5937020066,0,12,2020/02/10 18:00:38
5937020084,0,30,2020/02/10 18:00:38
5937021312,0,22,2020/02/10 18:00:38
5937021330,0,20,2020/02/10 18:00:38
5937021376,0,46,2020/02/10 18:00:38
5937021385,2,28,2020/02/10 18:00:38
5937021401,10,0,2020/02/10 18:00:38
5937021447,0,46,2020/02/10 18:00:38
5937021689,0,10,2020/02/10 18:00:38
5937021769,2,0,2020/02/10 18:00:38
5937021812,0,32,2020/02/10 18:00:38
5937021821,0,34,2020/02/10 18:00:38
5937021830,0,8,2020/02/10 18:00:38
5937030160,0,12,2020/02/10 18:00:38
5937031194,12,50,2020/02/10 18:00:38
5937031381,0,26,2020/02/10 18:00:38
5937031416,0,18,2020/02/10 18:00:38
5937031425,0,14,2020/02/10 18:00:38
5937031434,0,28,2020/02/10 18:00:38
5937031443,0,22,2020/02/10 18:00:38
5937031470,6,16,2020/02/10 18:00:38
5937031489,0,42,2020/02/10 18:00:38
5937031523,72,30,2020/02/10 18:00:38
5937031541,0,60,2020/02/10 18:00:38
5937031596,0,4,2020/02/10 18:00:38
5937031612,6,56,2020/02/10 18:00:38
5937031621,2,0,2020/02/10 18:00:38
5937031667,0,14,2020/02/10 18:00:38
5937031676,8,102,2020/02/10 18:00:38
5937031710,0,24,2020/02/10 18:00:38
5937031729,10,22,2020/02/10 18:00:38
5937031747,200,82,2020/02/10 18:00:38
5937031756,5,30,2020/02/10 18:00:38
5937040095,0,32,2020/02/10 18:00:38
5937040148,0,40,2020/02/10 18:00:38
5937041172,0,58,2020/02/10 18:00:38
5937041190,0,40,2020/02/10 18:00:38
5937041207,0,56,2020/02/10 18:00:38
5937041225,10,36,2020/02/10 18:00:38
5937041305,80,86,2020/02/10 18:00:38
5937041369,14,22,2020/02/10 18:00:38
5937041421,1,12,2020/02/10 18:00:38
5937041430,18,0,2020/02/10 18:00:38
5937041449,36,62,2020/02/10 18:00:38
5937041467,4,10,2020/02/10 18:00:38
5937041476,78,44,2020/02/10 18:00:38
5937050135,0,26,2020/02/10 18:00:38
5937050162,0,14,2020/02/10 18:00:38
5937050313,6,59,2020/02/10 18:00:38
5937050322,0,36,2020/02/10 18:00:38
5937050331,0,14,2020/02/10 18:00:38
5937050377,118,18,2020/02/10 18:00:38
5937050395,0,41,2020/02/10 18:00:38
5937050411,0,42,2020/02/10 18:00:38
5937051598,0,16,2020/02/10 18:00:38
5937051641,0,60,2020/02/10 18:00:38
5937051669,0,52,2020/02/10 18:00:38
5937051703,10,36,2020/02/10 18:00:38
5937051712,4,16,2020/02/10 18:00:38
5937051730,16,12,2020/02/10 18:00:38
5937051794,2,62,2020/02/10 18:00:38
5937051810,10,56,2020/02/10 18:00:38
5937051847,10,92,2020/02/10 18:00:38
5937051865,0,40,2020/02/10 18:00:38
5937051963,10,30,2020/02/10 18:00:38
5937052031,0,56,2020/02/10 18:00:38
5937052059,12,52,2020/02/10 18:00:38
5937052120,0,38,2020/02/10 18:00:38
5937052184,0,40,2020/02/10 18:00:38
5937052237,0,20,2020/02/10 18:00:38
5937052255,0,26,2020/02/10 18:00:38
5937052264,0,30,2020/02/10 18:00:38
5937052273,0,62,2020/02/10 18:00:38
5937052282,0,30,2020/02/10 18:00:38
5937052317,0,80,2020/02/10 18:00:38
5937052335,0,26,2020/02/10 18:00:38
5937052353,0,20,2020/02/10 18:00:38
5937052362,0,18,2020/02/10 18:00:38
5937052380,0,46,2020/02/10 18:00:38
5937052415,0,58,2020/02/10 18:00:38
5937052424,2,0,2020/02/10 18:00:38
5937060051,0,84,2020/02/10 18:00:38
5937060060,0,14,2020/02/10 18:00:38
5937060088,0,32,2020/02/10 18:00:38
5937060131,0,40,2020/02/10 18:00:38
5937061227,223,112,2020/02/10 18:00:38
5937061254,15,66,2020/02/10 18:00:38
5937061281,0,59,2020/02/10 18:00:38
5937061352,0,20,2020/02/10 18:00:38
5937061370,28,62,2020/02/10 18:00:38
5937061398,1,49,2020/02/10 18:00:38
5937061432,0,22,2020/02/10 18:00:38
5937061469,0,28,2020/02/10 18:00:38
5937061503,0,24,2020/02/10 18:00:38
5937061530,0,70,2020/02/10 18:00:38
5937061558,1,0,2020/02/10 18:00:38
5937061567,98,28,2020/02/10 18:00:38
5937061594,0,20,2020/02/10 18:00:38
5937061601,16,22,2020/02/10 18:00:38
5937061610,8,18,2020/02/10 18:00:38
5937061638,10,42,2020/02/10 18:00:38
5937061647,0,26,2020/02/10 18:00:38
5937061656,2,66,2020/02/10 18:00:38
5937061665,0,14,2020/02/10 18:00:38
5937061674,0,46,2020/02/10 18:00:38
5937070011,0,34,2020/02/10 18:00:38
5937070020,2,78,2020/02/10 18:00:38
5937070039,0,46,2020/02/10 18:00:38
5937070057,0,58,2020/02/10 18:00:38
5937070093,8,34,2020/02/10 18:00:38
5937070128,0,62,2020/02/10 18:00:38
5937070164,42,100,2020/02/10 18:00:38
5937070173,0,48,2020/02/10 18:00:38
5937070191,0,66,2020/02/10 18:00:38
5937071296,44,78,2020/02/10 18:00:38
5937071330,0,16,2020/02/10 18:00:38
5937071358,36,66,2020/02/10 18:00:38
5937071385,60,44,2020/02/10 18:00:38
5937071401,0,16,2020/02/10 18:00:38
5937071447,22,32,2020/02/10 18:00:38
5937071456,76,99,2020/02/10 18:00:38
5937080115,0,40,2020/02/10 18:00:38
5937080179,0,32,2020/02/10 18:00:38
5937080188,14,70,2020/02/10 18:00:38
5937080277,28,38,2020/02/10 18:00:38
5937081363,38,51,2020/02/10 18:00:38
5937081381,200,90,2020/02/10 18:00:38
5937081390,66,86,2020/02/10 18:00:38
5937081407,18,6,2020/02/10 18:00:38
5937081434,0,14,2020/02/10 18:00:38
5937081461,0,34,2020/02/10 18:00:38
5937081489,2,22,2020/02/10 18:00:38
5937081498,0,34,2020/02/10 18:00:38
5937081514,83,48,2020/02/10 18:00:38
5937081541,74,58,2020/02/10 18:00:38
5937081569,203,118,2020/02/10 18:00:38
5937081578,0,26,2020/02/10 18:00:38
5937091056,0,12,2020/02/10 18:00:38
5937091065,0,6,2020/02/10 18:00:38
5937101164,0,24,2020/02/10 18:00:38
5937101226,0,42,2020/02/10 18:00:38
5937101235,0,2,2020/02/10 18:00:38
5937101244,0,2,2020/02/10 18:00:38
5937111062,0,4,2020/02/10 18:00:38
5937111151,0,20,2020/02/10 18:00:38
5937111160,0,42,2020/02/10 18:00:38
5937111188,2,24,2020/02/10 18:00:38
5937120025,10,14,2020/02/10 18:00:38
5937120043,0,24,2020/02/10 18:00:38
5937120052,0,18,2020/02/10 18:00:38
5937120061,2,28,2020/02/10 18:00:38
5937121184,0,4,2020/02/10 18:00:38
5937121228,0,44,2020/02/10 18:00:38
5937121237,42,92,2020/02/10 18:00:38
5937121282,4,52,2020/02/10 18:00:38
5937130049,0,18,2020/02/10 18:00:38
5937130058,0,22,2020/02/10 18:00:38
5937131153,0,6,2020/02/10 18:00:38
5937131171,2,8,2020/02/10 18:00:38
5937131180,0,16,2020/02/10 18:00:38
5937131206,0,18,2020/02/10 18:00:38
5937131224,7,34,2020/02/10 18:00:38
5937131233,0,2,2020/02/10 18:00:38
5937131260,0,30,2020/02/10 18:00:38
5937131279,16,66,2020/02/10 18:00:38
5937131288,0,9,2020/02/10 18:00:38
5937140018,0,42,2020/02/10 18:00:38
5937140027,0,86,2020/02/10 18:00:38
5937140045,0,28,2020/02/10 18:00:38
5937140054,33,77,2020/02/10 18:00:38
5937141159,2,28,2020/02/10 18:00:38
5937151075,0,24,2020/02/10 18:00:38
5937151128,80,76,2020/02/10 18:00:38
5937151137,0,18,2020/02/10 18:00:38
5937161124,0,16,2020/02/10 18:00:38
5937161133,0,10,2020/02/10 18:00:38
5937161151,200,48,2020/02/10 18:00:38
5937170034,8,22,2020/02/10 18:00:38
5937170098,0,8,2020/02/10 18:00:38
5937171157,0,6,2020/02/10 18:00:38
5937171166,0,28,2020/02/10 18:00:38
5937171175,0,10,2020/02/10 18:00:38
5937180030,0,8,2020/02/10 18:00:38
5937180094,0,30,2020/02/10 18:00:38
5937181215,0,32,2020/02/10 18:00:38
5937181251,0,8,2020/02/10 18:00:38
5937181279,0,2,2020/02/10 18:00:38
5937181288,1,64,2020/02/10 18:00:38
5937190063,0,29,2020/02/10 18:00:38
5937190107,0,4,2020/02/10 18:00:38
5937191131,4,0,2020/02/10 18:00:38
5937191159,0,28,2020/02/10 18:00:38
5937191195,0,18,2020/02/10 18:00:38
5937191211,0,28,2020/02/10 18:00:38
5937191248,10,20,2020/02/10 18:00:38
5937191275,0,34,2020/02/10 18:00:38
5937191284,0,26,2020/02/10 18:00:38
5937200037,36,50,2020/02/10 18:00:38
5937201061,2,40,2020/02/10 18:00:38
5937201085,134,90,2020/02/10 18:00:38
5937201105,26,94,2020/02/10 18:00:38
5937210015,0,65,2020/02/10 18:00:38
5937211094,0,28,2020/02/10 18:00:38
5937211101,18,70,2020/02/10 18:00:38
5937211110,0,64,2020/02/10 18:00:38
5937220057,2,10,2020/02/10 18:00:38
5937221198,24,46,2020/02/10 18:00:38
5937221223,0,19,2020/02/10 18:00:38
5937221232,0,32,2020/02/10 18:00:38
5937230035,0,60,2020/02/10 18:00:38
5937230053,0,30,2020/02/10 18:00:38
5937231112,0,88,2020/02/10 18:00:38
5937231149,0,106,2020/02/10 18:00:38
5937231167,24,76,2020/02/10 18:00:38
5937241038,8,88,2020/02/10 18:00:38
5937241065,0,8,2020/02/10 18:00:38
5937251105,0,54,2020/02/10 18:00:38
5937251123,0,68,2020/02/10 18:00:38
5937251150,0,20,2020/02/10 18:00:38
5937251169,0,42,2020/02/10 18:00:38
5937260033,2,46,2020/02/10 18:00:38
5937261147,0,78,2020/02/10 18:00:38
5937261165,0,48,2020/02/10 18:00:38
5937261227,6,32,2020/02/10 18:00:38
5938010108,0,13,2020/02/10 18:00:38
5938010153,4,0,2020/02/10 18:00:38
5938010242,0,60,2020/02/10 18:00:38
5938010386,4,40,2020/02/10 18:00:38
5938010420,0,38,2020/02/10 18:00:38
5938011730,14,2,2020/02/10 18:00:38
5938011785,0,16,2020/02/10 18:00:38
5938011829,0,32,2020/02/10 18:00:38
5938011838,4,4,2020/02/10 18:00:38
5938011856,0,22,2020/02/10 18:00:38
5938020079,22,72,2020/02/10 18:00:38
5938020088,8,88,2020/02/10 18:00:38
5938020104,10,112,2020/02/10 18:00:38
5938020159,2,32,2020/02/10 18:00:38
5938020257,0,30,2020/02/10 18:00:38
5938021432,0,80,2020/02/10 18:00:38
5938021521,0,10,2020/02/10 18:00:38
5938021638,254,146,2020/02/10 18:00:38
5938021772,0,6,2020/02/10 18:00:38
5938021781,0,10,2020/02/10 18:00:38
5938021790,0,34,2020/02/10 18:00:38
5938021852,0,56,2020/02/10 18:00:38
5938021914,0,22,2020/02/10 18:00:38
5938021932,4,54,2020/02/10 18:00:38
5938021941,0,14,2020/02/10 18:00:38
5938021969,74,86,2020/02/10 18:00:38
5938022000,116,134,2020/02/10 18:00:38
5938022019,310,150,2020/02/10 18:00:38
5938022046,34,102,2020/02/10 18:00:38
5938022064,0,32,2020/02/10 18:00:38
5938022117,2,24,2020/02/10 18:00:38
5938022126,12,64,2020/02/10 18:00:38
5938022135,1,28,2020/02/10 18:00:38
5938022153,0,30,2020/02/10 18:00:38
5938030057,0,12,2020/02/10 18:00:38
5938030075,2,22,2020/02/10 18:00:38
5938030084,0,26,2020/02/10 18:00:38
5938030191,2,30,2020/02/10 18:00:38
5938030235,200,66,2020/02/10 18:00:38
5938030253,0,10,2020/02/10 18:00:38
5938030280,0,4,2020/02/10 18:00:38
5938030379,0,32,2020/02/10 18:00:38
5938030735,0,14,2020/02/10 18:00:38
5938032140,0,34,2020/02/10 18:00:38
5938032220,0,50,2020/02/10 18:00:38
5938032300,0,6,2020/02/10 18:00:38
5938032328,0,2,2020/02/10 18:00:38
5938032355,0,36,2020/02/10 18:00:38
5938032391,2,8,2020/02/10 18:00:38
5938032417,200,50,2020/02/10 18:00:38
5938032453,0,2,2020/02/10 18:00:38
5938032462,118,84,2020/02/10 18:00:38
5938040044,92,87,2020/02/10 18:00:38
5938040151,0,56,2020/02/10 18:00:38
5938040160,2,68,2020/02/10 18:00:38
5938040179,0,28,2020/02/10 18:00:38
5938040277,0,20,2020/02/10 18:00:38
5938040286,4,78,2020/02/10 18:00:38
5938040295,0,74,2020/02/10 18:00:38
5938040348,0,86,2020/02/10 18:00:38
5938040366,206,128,2020/02/10 18:00:38
5938040419,90,184,2020/02/10 18:00:38
5938040437,76,82,2020/02/10 18:00:38
5938041569,53,88,2020/02/10 18:00:38
5938041667,2,56,2020/02/10 18:00:38
5938041685,0,50,2020/02/10 18:00:38
5938041694,31,30,2020/02/10 18:00:38
5938041729,0,38,2020/02/10 18:00:38
5938041756,0,32,2020/02/10 18:00:38
5938041809,0,124,2020/02/10 18:00:38
5938041818,210,102,2020/02/10 18:00:38
5938041827,0,138,2020/02/10 18:00:38
5938041845,90,158,2020/02/10 18:00:38
5938041854,118,76,2020/02/10 18:00:38
5938041863,2,114,2020/02/10 18:00:38
5938050120,0,32,2020/02/10 18:00:38
5938050139,4,72,2020/02/10 18:00:38
5938060180,0,44,2020/02/10 18:00:38
5938060224,16,38,2020/02/10 18:00:38
5938061249,0,24,2020/02/10 18:00:38
5938061258,0,16,2020/02/10 18:00:38
5938061267,26,58,2020/02/10 18:00:38
5938061285,0,18,2020/02/10 18:00:38
5938080048,198,70,2020/02/10 18:00:38
5938090026,0,48,2020/02/10 18:00:38
5938091149,0,42,2020/02/10 18:00:38
5938100018,0,26,2020/02/10 18:00:38
5938100063,0,90,2020/02/10 18:00:38
5938101122,4,112,2020/02/10 18:00:38
5938101140,140,90,2020/02/10 18:00:38
5938110023,0,48,2020/02/10 18:00:38
5938110032,0,36,2020/02/10 18:00:38
5938110078,0,62,2020/02/10 18:00:38
5938111271,0,36,2020/02/10 18:00:38
5938130016,4,32,2020/02/10 18:00:38
5939010059,4,52,2020/02/10 18:00:38
5939010068,10,55,2020/02/10 18:00:38
5939010086,14,54,2020/02/10 18:00:38
5939010157,0,37,2020/02/10 18:00:38
5939010200,0,40,2020/02/10 18:00:38
5939010228,0,28,2020/02/10 18:00:38
5939010344,66,126,2020/02/10 18:00:38
5939010399,10,94,2020/02/10 18:00:38
5939010504,12,24,2020/02/10 18:00:38
5939011734,0,44,2020/02/10 18:00:38
5939011789,266,96,2020/02/10 18:00:38
5939011832,2,84,2020/02/10 18:00:38
5939011850,0,99,2020/02/10 18:00:38
5939011878,0,110,2020/02/10 18:00:38
5939012026,6,137,2020/02/10 18:00:38
5939012062,0,42,2020/02/10 18:00:38
5939012133,16,42,2020/02/10 18:00:38
5939012160,74,91,2020/02/10 18:00:38
5939012179,5,68,2020/02/10 18:00:38
5939012188,12,32,2020/02/10 18:00:38
5939012240,84,128,2020/02/10 18:00:38
5939012302,1,17,2020/02/10 18:00:38
5939012320,10,32,2020/02/10 18:00:38
5939012339,0,64,2020/02/10 18:00:38
5939012384,0,46,2020/02/10 18:00:38
5939012400,106,26,2020/02/10 18:00:38
5939012428,2,40,2020/02/10 18:00:38
5939012455,0,44,2020/02/10 18:00:38
5939012464,0,33,2020/02/10 18:00:38
5939012473,0,42,2020/02/10 18:00:38
5939012508,1,65,2020/02/10 18:00:38
5939012526,6,80,2020/02/10 18:00:38
5939012535,28,34,2020/02/10 18:00:38
5939012571,0,17,2020/02/10 18:00:38
5939012580,0,36,2020/02/10 18:00:38
5939012599,200,166,2020/02/10 18:00:38
5939012606,46,76,2020/02/10 18:00:38
5939020082,74,42,2020/02/10 18:00:38
5939020091,44,155,2020/02/10 18:00:38
5939020171,8,26,2020/02/10 18:00:38
5939020224,42,38,2020/02/10 18:00:38
5939021294,0,155,2020/02/10 18:00:38
5939021392,244,95,2020/02/10 18:00:38
5939021409,38,138,2020/02/10 18:00:38
5939021445,36,93,2020/02/10 18:00:38
5939021454,6,120,2020/02/10 18:00:38
5939021463,124,119,2020/02/10 18:00:38
5939021481,82,51,2020/02/10 18:00:38
5939021490,58,96,2020/02/10 18:00:38
5939021534,0,92,2020/02/10 18:00:38
5939021543,30,46,2020/02/10 18:00:38
5939021552,2,22,2020/02/10 18:00:38
5939021561,0,88,2020/02/10 18:00:38
5939021570,0,72,2020/02/10 18:00:38
5939021589,2,80,2020/02/10 18:00:38
5939030177,0,28,2020/02/10 18:00:38
5939030211,138,148,2020/02/10 18:00:38
5939030220,0,76,2020/02/10 18:00:38
5939030284,0,14,2020/02/10 18:00:38
5939030300,31,64,2020/02/10 18:00:38
5939030355,0,64,2020/02/10 18:00:38
5939030364,52,64,2020/02/10 18:00:38
5939031549,106,26,2020/02/10 18:00:38
5939031558,210,178,2020/02/10 18:00:38
5939031576,62,70,2020/02/10 18:00:38
5939031585,98,142,2020/02/10 18:00:38
5939031674,20,56,2020/02/10 18:00:38
5939031683,130,136,2020/02/10 18:00:38
5939031718,163,136,2020/02/10 18:00:38
5939031745,22,82,2020/02/10 18:00:38
5939031763,0,42,2020/02/10 18:00:38
5939031825,46,80,2020/02/10 18:00:38
5939031996,0,42,2020/02/10 18:00:38
5939032000,326,106,2020/02/10 18:00:38
5939032028,2,80,2020/02/10 18:00:38
5939032055,92,76,2020/02/10 18:00:38
5939032135,138,62,2020/02/10 18:00:38
5939032144,90,86,2020/02/10 18:00:38
5939032162,0,14,2020/02/10 18:00:38
5939032180,74,118,2020/02/10 18:00:38
5939032224,90,100,2020/02/10 18:00:38
5939032233,56,90,2020/02/10 18:00:38
5939032304,86,70,2020/02/10 18:00:38
5939032386,246,91,2020/02/10 18:00:38
5939032402,122,34,2020/02/10 18:00:38
5939032420,164,114,2020/02/10 18:00:38
5939032484,70,116,2020/02/10 18:00:38
5939032528,134,134,2020/02/10 18:00:38
5939032546,4,22,2020/02/10 18:00:38
5939032555,86,72,2020/02/10 18:00:38
5939032564,0,5,2020/02/10 18:00:38
5939032573,0,13,2020/02/10 18:00:38
5939032608,202,50,2020/02/10 18:00:38
5939032617,0,54,2020/02/10 18:00:38
5939040164,0,80,2020/02/10 18:00:38
5939040253,38,129,2020/02/10 18:00:38
5939041410,241,116,2020/02/10 18:00:38
5939041465,0,136,2020/02/10 18:00:38
5939041483,134,108,2020/02/10 18:00:38
5939041590,8,142,2020/02/10 18:00:38
5939041705,8,11,2020/02/10 18:00:38
5939041732,4,13,2020/02/10 18:00:38
5939041750,52,94,2020/02/10 18:00:38
5939041769,11,62,2020/02/10 18:00:38
5939041778,6,20,2020/02/10 18:00:38
5939041812,12,16,2020/02/10 18:00:38
5939041830,16,33,2020/02/10 18:00:38
5939041849,200,132,2020/02/10 18:00:38
5939041858,30,37,2020/02/10 18:00:38
5939041876,164,94,2020/02/10 18:00:38
5939041894,18,106,2020/02/10 18:00:38
5939050044,0,8,2020/02/10 18:00:38
5939050071,0,52,2020/02/10 18:00:38
5939050124,4,94,2020/02/10 18:00:38
5939051176,0,84,2020/02/10 18:00:38
5939051185,44,106,2020/02/10 18:00:38
5939051194,0,83,2020/02/10 18:00:38
5939051229,0,144,2020/02/10 18:00:38
5939051238,0,18,2020/02/10 18:00:38
5939051247,0,30,2020/02/10 18:00:38
5939060111,82,154,2020/02/10 18:00:38
5939060184,60,82,2020/02/10 18:00:38
5939060255,122,118,2020/02/10 18:00:38
5939060317,12,44,2020/02/10 18:00:38
5939060371,0,124,2020/02/10 18:00:38
5939061412,122,163,2020/02/10 18:00:38
5939061494,68,82,2020/02/10 18:00:38
5939061501,32,144,2020/02/10 18:00:38
5939061583,0,82,2020/02/10 18:00:38
5939061618,0,14,2020/02/10 18:00:38
5939061743,8,57,2020/02/10 18:00:38
5939061789,0,56,2020/02/10 18:00:38
5939061805,0,58,2020/02/10 18:00:38
5939061814,2,17,2020/02/10 18:00:38
5939061850,84,106,2020/02/10 18:00:38
5939061869,92,116,2020/02/10 18:00:38
5939061887,0,50,2020/02/10 18:00:38
5939061903,12,30,2020/02/10 18:00:38
5939061921,4,12,2020/02/10 18:00:38
5939070135,174,114,2020/02/10 18:00:38
5939070162,0,70,2020/02/10 18:00:38
5939071196,0,142,2020/02/10 18:00:38
5939071203,40,98,2020/02/10 18:00:38
5939071276,196,206,2020/02/10 18:00:38
5939071285,114,142,2020/02/10 18:00:38
5939071294,0,88,2020/02/10 18:00:38
5939071310,56,72,2020/02/10 18:00:38
5939080015,0,56,2020/02/10 18:00:38
5939081094,12,30,2020/02/10 18:00:38
5939090146,0,28,2020/02/10 18:00:38
5939091170,0,90,2020/02/10 18:00:38
5939091278,0,48,2020/02/10 18:00:38
5939091287,0,62,2020/02/10 18:00:38
5939091296,24,98,2020/02/10 18:00:38
5939091303,0,62,2020/02/10 18:00:38
5939100030,1,26,2020/02/10 18:00:38
5939100058,6,60,2020/02/10 18:00:38
5939101108,0,45,2020/02/10 18:00:38
5939101126,152,37,2020/02/10 18:00:38
5939110027,0,112,2020/02/10 18:00:38
5939111220,0,26,2020/02/10 18:00:38
5939111239,0,36,2020/02/10 18:00:38
5939120032,0,24,2020/02/10 18:00:38
5939120050,60,118,2020/02/10 18:00:38
5939120069,16,82,2020/02/10 18:00:38
5939121119,40,107,2020/02/10 18:00:38
5939121137,8,106,2020/02/10 18:00:38
5939121164,0,62,2020/02/10 18:00:38
5939121173,46,106,2020/02/10 18:00:38
5939121208,0,54,2020/02/10 18:00:38
5939121217,36,144,2020/02/10 18:00:38
5939121253,38,78,2020/02/10 18:00:38
5939130010,0,19,2020/02/10 18:00:38
5939130029,6,62,2020/02/10 18:00:38
5939130047,0,2,2020/02/10 18:00:38
5939130109,0,88,2020/02/10 18:00:38
5939131151,0,54,2020/02/10 18:00:38
5939131286,200,96,2020/02/10 18:00:38
5939131400,0,108,2020/02/10 18:00:38
5939131419,0,32,2020/02/10 18:00:38
5939131437,200,50,2020/02/10 18:00:38
5939131446,0,10,2020/02/10 18:00:38
5939131473,15,24,2020/02/10 18:00:38
5939140016,160,98,2020/02/10 18:00:38
5939140034,38,131,2020/02/10 18:00:38
5939140061,73,139,2020/02/10 18:00:38
5939141139,63,95,2020/02/10 18:00:38
5939141219,0,72,2020/02/10 18:00:38
5939150067,0,22,2020/02/10 18:00:38
5939151091,104,110,2020/02/10 18:00:38
5939151135,238,132,2020/02/10 18:00:38
5939151162,0,18,2020/02/10 18:00:38
5939160018,4,34,2020/02/10 18:00:38
5939161140,0,70,2020/02/10 18:00:38
5939161168,0,60,2020/02/10 18:00:38
5939170023,2,56,2020/02/10 18:00:38
5939171039,208,160,2020/02/10 18:00:38
5939171075,40,142,2020/02/10 18:00:38
5939171093,32,120,2020/02/10 18:00:38
5939171100,2,52,2020/02/10 18:00:38
5939171119,102,104,2020/02/10 18:00:38
5939180010,92,176,2020/02/10 18:00:38
5939180074,64,110,2020/02/10 18:00:38
5939181124,54,42,2020/02/10 18:00:38
5939181133,134,142,2020/02/10 18:00:38
5939181231,88,118,2020/02/10 18:00:38
5939181302,0,176,2020/02/10 18:00:38
5939181339,10,81,2020/02/10 18:00:38
5939181357,198,130,2020/02/10 18:00:38
5939181366,170,142,2020/02/10 18:00:38
5939190025,78,154,2020/02/10 18:00:38
5939190061,0,47,2020/02/10 18:00:38
5939190114,42,152,2020/02/10 18:00:38
5939191139,116,120,2020/02/10 18:00:38
5939191175,14,100,2020/02/10 18:00:38
5939191326,0,42,2020/02/10 18:00:38
5939191371,0,90,2020/02/10 18:00:38
5939191380,0,62,2020/02/10 18:00:38
5939200011,2,92,2020/02/10 18:00:38
5939200053,0,110,2020/02/10 18:00:38
5939201158,56,160,2020/02/10 18:00:38
5939201238,0,48,2020/02/10 18:00:38
5939201265,92,156,2020/02/10 18:00:38
5939201283,86,77,2020/02/10 18:00:38
5939201318,148,84,2020/02/10 18:00:38
5939201327,126,140,2020/02/10 18:00:38
5940010154,10,30,2020/02/10 18:00:38
5940011286,0,21,2020/02/10 18:00:38
5940011295,0,101,2020/02/10 18:00:38
5940011302,0,32,2020/02/10 18:00:38
5940011400,0,40,2020/02/10 18:00:38
5940011482,0,48,2020/02/10 18:00:38
5940011544,0,4,2020/02/10 18:00:38
5940011553,2,58,2020/02/10 18:00:38
5940011606,4,90,2020/02/10 18:00:38
5940011688,0,44,2020/02/10 18:00:38
5940011704,0,7,2020/02/10 18:00:38
5940011777,0,2,2020/02/10 18:00:38
5940011786,0,49,2020/02/10 18:00:38
5940011820,4,42,2020/02/10 18:00:38
5940011839,4,16,2020/02/10 18:00:38
5940011848,0,38,2020/02/10 18:00:38
